name,game,description
Close Combat,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user fights the target up close without guarding itself. This also lowers the user’s Defense and Sp. Def stats.
Close Combat,"['Scarlet', 'Violet']","The user fights the target up close, inflicting damage without guarding itself. This also lowers the user’s Defense and Sp. Def stats."
Coaching,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Coaching,"['Scarlet', 'Violet']","The user properly coaches its ally Pokémon, boosting their Attack and Defense stats."
Coil,"['Black', 'White', 'Black 2', 'White 2']",The user coils up and concentrates. This raises its Attack and Defense stats as well as its accuracy.
Coil,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user coils up and concentrates. This raises its Attack and Defense stats as well as its accuracy.
Coil,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user coils up and concentrates. This raises its Attack and Defense stats as well as its accuracy.
Coil,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user coils up and concentrates. This raises its Attack and Defense stats as well as its accuracy.
Coil,"['Scarlet', 'Violet']",The user coils up and concentrates. This boosts its Attack and Defense stats as well as its accuracy.
Collision Course,"['Scarlet', 'Violet']","The user transforms and crashes to the ground, causing a massive prehistoric explosion. This move’s power is boosted more than usual if it’s a supereffective hit."
Comet Punch,"['Gold', 'Silver', 'Crystal']",Repeatedly punches 2-5 times.
Comet Punch,"['Ruby', 'Sapphire', 'Emerald']",Repeatedly punches the foe 2 to 5 times.
Comet Punch,"['FireRed', 'LeafGreen']",The foe is hit with a flurry of punches that strike two to five times.
Comet Punch,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The foe is hit with a flurry of punches that strike two to five times in a row. 
Comet Punch,"['Black', 'White', 'Black 2', 'White 2']",The target is hit with a flurry of punches that strike two to five times in a row.
Comet Punch,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The target is hit with a flurry of punches that strike two to five times in a row.
Comet Punch,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The target is hit with a flurry of punches that strike two to five times in a row.
Comet Punch,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Comet Punch,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Comeuppance,"['Scarlet', 'Violet']",The user retaliates with much greater force against the opponent that last inflicted damage on it.
Confide,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target’s Sp. Atk stat."
Confide,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target’s Sp. Atk stat."
Confide,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target’s Sp. Atk stat."
Confide,"['Scarlet', 'Violet']","The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target’s Sp. Atk stat."
Confuse Ray,"['Gold', 'Silver', 'Crystal']",A move that causes confusion.
Confuse Ray,"['Ruby', 'Sapphire', 'Emerald']",A sinister ray that confuses the foe.
Confuse Ray,"['FireRed', 'LeafGreen']",The foe is exposed to a sinister ray that triggers confusion.
Confuse Ray,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The foe is exposed to a sinister ray that triggers confusion. 
Confuse Ray,"['Black', 'White', 'Black 2', 'White 2']",The target is exposed to a sinister ray that triggers confusion.
Confuse Ray,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The target is exposed to a sinister ray that triggers confusion.
Confuse Ray,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The target is exposed to a sinister ray that triggers confusion.
Confuse Ray,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The target is exposed to a sinister ray that triggers confusion.
Confuse Ray,"['Scarlet', 'Violet']",The target is exposed to a sinister ray that causes confusion.
Confusion,"['Gold', 'Silver', 'Crystal']",An attack that may cause confusion.
Confusion,"['Ruby', 'Sapphire', 'Emerald']",A psychic attack that may cause confusion.
Confusion,"['FireRed', 'LeafGreen']",A weak telekinetic attack that may also leave the foe confused.
Confusion,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The foe is hit by a weak telekinetic force. It may also leave the foe confused.
Confusion,"['Black', 'White', 'Black 2', 'White 2']",The target is hit by a weak telekinetic force. It may also leave the target confused.
Confusion,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The target is hit by a weak telekinetic force. This may also confuse the target.
Confusion,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The target is hit by a weak telekinetic force. This may also confuse the target.
Confusion,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The target is hit by a weak telekinetic force. This may also confuse the target.
Confusion,"['Scarlet', 'Violet']",The target is hit with a weak telekinetic force to inflict damage. This may also confuse the target.
Constrict,"['Gold', 'Silver', 'Crystal']",An attack that may lower SPEED.
Constrict,"['Ruby', 'Sapphire', 'Emerald']",Constricts to inflict pain. May lower SPEED.
Constrict,"['FireRed', 'LeafGreen']",The foe is attacked with long tentacles or vines. It may lower SPEED.
Constrict,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The foe is attacked with long, creeping tentacles or vines. It may also lower the target’s Speed."
Constrict,"['Black', 'White', 'Black 2', 'White 2']","The target is attacked with long, creeping tentacles or vines. It may also lower the target’s Speed stat."
Constrict,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The target is attacked with long, creeping tentacles or vines. This may also lower the target’s Speed stat."
Constrict,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']","The target is attacked with long, creeping tentacles, vines, or the like. This may also lower the target’s Speed stat."
Constrict,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Constrict,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Continental Crush,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user summons a huge rock mountain using its Z-Power and drops it onto the target with full force. The power varies, depending on the original move."
Continental Crush,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Continental Crush,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Conversion,"['Gold', 'Silver', 'Crystal']",Change user’s type to a move’s type.
Conversion,"['Ruby', 'Sapphire']",Changes the user’s type into an own move’s type.
Conversion,"['FireRed', 'LeafGreen']",The user changes its type to match the type of one of its moves.
Conversion,['Emerald'],Changes the user’s type into a known move’s type.
Conversion,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user changes its type to become the same type as one of its moves. 
Conversion,"['Black', 'White', 'Black 2', 'White 2']",The user changes its type to become the same type as one of its moves.
Conversion,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user changes its type to become the same type as the move at the top of the list of moves it knows.
Conversion,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The user changes its type to become the same type as the move at the top of the list of moves it knows.
Conversion,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user changes its type to become the same type as the move at the top of the list of moves it knows.
Conversion,"['Scarlet', 'Violet']",The user changes its type to become the same type as the move at the top of the list of moves it knows.
Conversion 2,"['Gold', 'Silver', 'Crystal']",The user’s type is made resistant.
Conversion 2,"['Ruby', 'Sapphire', 'Emerald']",Makes the user resistant to the last attack’s type.
Conversion 2,"['FireRed', 'LeafGreen']",The user changes type to make itself resistant to the last attack it took.
Conversion 2,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user changes its type to make itself resistant to the type of the attack it last took.
Conversion 2,"['Black', 'White', 'Black 2', 'White 2']",The user changes its type to make itself resistant to the type of the attack the opponent used last.
Conversion 2,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user changes its type to make itself resistant to the type of the attack the opponent used last.
Conversion 2,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user changes its type to make itself resistant to the type of the attack the opponent used last.
Conversion 2,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user changes its type to make itself resistant to the type of the attack the target used last.
Conversion 2,"['Scarlet', 'Violet']",The user changes its type to make itself resistant to the type of the move the target used last.
Copycat,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user mimics the move used immediately before it. The move fails if no other move has been used yet.
Copycat,"['Black', 'White', 'Black 2', 'White 2']",The user mimics the move used immediately before it. The move fails if no other move has been used yet.
Copycat,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user mimics the move used immediately before it. The move fails if no other move has been used yet.
Copycat,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user mimics the move used immediately before it. The move fails if no other move has been used yet.
Copycat,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user mimics the move used immediately before it. The move fails if no other move has been used yet.
Copycat,"['Scarlet', 'Violet']",The user mimics the move used immediately before it. This move fails if no other move has been used yet.
Core Enforcer,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","If the Pokémon the user has inflicted damage on have already used their moves, this move eliminates the effect of the target’s Ability."
Core Enforcer,"['Sword', 'Shield']","If the Pokémon the user has inflicted damage on have already used their moves, this move eliminates the effect of the target’s Ability."
Core Enforcer,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Core Enforcer,"['Scarlet', 'Violet']","If the Pokémon damaged by this move have already used their moves that turn, this move eliminates the effects of those Pokémon’s Abilities."
Corkscrew Crash,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user spins very fast and rams into the target with the full force of its Z-Power. The power varies, depending on the original move."
Corkscrew Crash,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Corkscrew Crash,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Corrosive Gas,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Corrosive Gas,"['Scarlet', 'Violet']",The user surrounds everything around it with highly acidic gas and melts away items held by other Pokémon.
Cosmic Power,"['Ruby', 'Sapphire', 'Emerald']",Raises DEFENSE and SP. DEF with a mystic power.
Cosmic Power,"['FireRed', 'LeafGreen']",The user absorbs a mystic power to raise its DEFENSE and SP. DEF.
Cosmic Power,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.
Cosmic Power,"['Black', 'White', 'Black 2', 'White 2']",The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.
Cosmic Power,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.
Cosmic Power,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.
