ability,games,Description
Shadow Shield,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Reduces the amount of damage the Pokémon takes while its HP is full.
Shadow Shield,"['Scarlet', 'Violet']",Reduces the amount of damage the Pokémon takes while its HP is full.
Beast Boost,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.
Beast Boost,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.
Beast Boost,"['Scarlet', 'Violet']",Boosts the Pokémon’s most proficient stat every time it knocks out a target.
Prism Armor,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Reduces the power of supereffective attacks taken.
Prism Armor,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Reduces the power of supereffective attacks taken.
Prism Armor,"['Scarlet', 'Violet']",Reduces the power of supereffective attacks that hit the Pokémon.
Soul-Heart,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Boosts its Sp. Atk stat every time a Pokémon faints.
Soul-Heart,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Boosts its Sp. Atk stat every time a Pokémon faints.
Soul-Heart,"['Scarlet', 'Violet']",Boosts the Pokémon’s Sp. Atk stat every time another Pokémon faints.
Libero,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Changes the Pokémon’s type to the type of the move it’s about to use.
Libero,"['Scarlet', 'Violet']",Changes the Pokémon’s type to the type of the move it’s about to use. This works only once each time the Pokémon enters battle.
Mirror Armor,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Bounces back only the stat-lowering effects that the Pokémon receives.
Mirror Armor,"['Scarlet', 'Violet']",Bounces back only the stat-lowering effects that the Pokémon receives.
Cotton Down,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","When the Pokémon is hit by an attack, it scatters cotton fluff around and lowers the Speed stat of all Pokémon except itself."
Cotton Down,"['Scarlet', 'Violet']","When the Pokémon is hit by an attack, it scatters cotton fluff around and lowers the Speed stats of all Pokémon except itself."
Ball Fetch,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","If the Pokémon is not holding an item, it will fetch the Poké Ball from the first failed throw of the battle."
Ball Fetch,"['Scarlet', 'Violet']","If the Pokémon is not holding an item, it will fetch the Poké Ball from the first failed throw of the battle."
Steam Engine,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Boosts the Pokémon’s Speed stat drastically if hit by a Fire- or Water-type move.
Steam Engine,"['Scarlet', 'Violet']",Boosts the Speed stat drastically when the Pokémon is hit by a Fire- or Water-type move.
Ripen,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Ripens Berries and doubles their effect.
Ripen,"['Scarlet', 'Violet']",Ripens Berries and doubles their effect.
Sand Spit,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The Pokémon creates a sandstorm when it’s hit by an attack.
Sand Spit,"['Scarlet', 'Violet']",The Pokémon creates a sandstorm when it’s hit by an attack.
Gulp Missile,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","When the Pokémon uses Surf or Dive, it will come back with prey. When it takes damage, it will spit out the prey to attack."
Gulp Missile,"['Scarlet', 'Violet']","When the Pokémon uses Surf or Dive, it will come back with prey. When it takes damage, it will spit out the prey to attack."
Propeller Tail,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Ignores the effects of opposing Pokémon’s Abilities and moves that draw in moves.
Propeller Tail,"['Scarlet', 'Violet']",Ignores the effects of opposing Pokémon’s Abilities and moves that draw in moves.
Punk Rock,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Boosts the power of sound-based moves. The Pokémon also takes half the damage from these kinds of moves.
Punk Rock,"['Scarlet', 'Violet']",Boosts the power of sound-based moves. The Pokémon also takes half the damage from these kinds of moves.
Steely Spirit,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Powers up ally Pokémon’s Steel-type moves.
Steely Spirit,"['Scarlet', 'Violet']",Powers up the Steel-type moves of the Pokémon and its allies.
Perish Body,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","When hit by a move that makes direct contact, the Pokémon and the attacker will faint after three turns unless they switch out of battle."
Perish Body,"['Scarlet', 'Violet']","When hit by a move that makes direct contact, the Pokémon and the attacker will faint after three turns unless they switch out of battle."
Screen Cleaner,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","When the Pokémon enters a battle, the effects of Light Screen, Reflect, and Aurora Veil are nullified for both opposing and ally Pokémon."
Screen Cleaner,"['Scarlet', 'Violet']","When the Pokémon enters a battle, the effects of Light Screen, Reflect, and Aurora Veil are nullified for both opposing and ally Pokémon."
Wandering Spirit,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The Pokémon exchanges Abilities with a Pokémon that hits it with a move that makes direct contact.
Wandering Spirit,"['Scarlet', 'Violet']",The Pokémon exchanges Abilities with a Pokémon that hits it with a move that makes direct contact.
Ice Scales,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The Pokémon is protected by ice scales, which halve the damage taken from special moves."
Ice Scales,"['Scarlet', 'Violet']","The Pokémon is protected by ice scales, which halve the damage taken from special moves."
Power Spot,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Just being next to the Pokémon powers up moves.
Power Spot,"['Scarlet', 'Violet']",Just being next to the Pokémon powers up moves.
Ice Face,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The Pokémon’s ice head can take a physical attack as a substitute, but the attack also changes the Pokémon’s appearance. The ice will be restored when it hails."
Ice Face,"['Scarlet', 'Violet']","The Pokémon’s ice head can take a physical attack as a substitute, but the attack also changes the Pokémon’s appearance. The ice will be restored when it snows."
Hunger Switch,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The Pokémon changes its form, alternating between its Full Belly Mode and Hangry Mode after the end of each turn."
Hunger Switch,"['Scarlet', 'Violet']","The Pokémon changes its form, alternating between its Full Belly Mode and Hangry Mode after the end of every turn."
Stalwart,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Ignores the effects of opposing Pokémon’s Abilities and moves that draw in moves.
Stalwart,"['Scarlet', 'Violet']",Ignores the effects of opposing Pokémon’s Abilities and moves that draw in moves.
Intrepid Sword,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Boosts the Pokémon’s Attack stat when the Pokémon enters a battle.
Intrepid Sword,"['Scarlet', 'Violet']",Boosts the Pokémon’s Attack stat the first time the Pokémon enters a battle.
Dauntless Shield,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Boosts the Pokémon’s Defense stat when the Pokémon enters a battle.
Dauntless Shield,"['Scarlet', 'Violet']",Boosts the Pokémon’s Defense stat the first time the Pokémon enters a battle.
Unseen Fist,"['B.Diamond', 'S.Pearl']","If the Pokémon uses moves that make direct contact, it can attack the target even if the target protects itself."
Unseen Fist,"['Scarlet', 'Violet']","If the Pokémon uses moves that make direct contact, it can attack the target even if the target protects itself."
Transistor,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Powers up Electric-type moves.
Transistor,"['Scarlet', 'Violet']",Powers up Electric-type moves.
Dragon's Maw,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Powers up Dragon-type moves.
Dragon's Maw,"['Scarlet', 'Violet']",Powers up Dragon-type moves.
Chilling Neigh,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","When the Pokémon knocks out a target, it utters a chilling neigh, which boosts its Attack stat."
Chilling Neigh,"['Scarlet', 'Violet']","When the Pokémon knocks out a target, it utters a chilling neigh, which boosts its Attack stat."
Grim Neigh,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","When the Pokémon knocks out a target, it utters a terrifying neigh, which boosts its Sp. Atk stat."
Grim Neigh,"['Scarlet', 'Violet']","When the Pokémon knocks out a target, it utters a terrifying neigh, which boosts its Sp. Atk stat."
Lingering Aroma,"['Scarlet', 'Violet']",Contact with the Pokémon changes the attacker’s Ability to Lingering Aroma.
Well-Baked Body,"['Scarlet', 'Violet']","The Pokémon takes no damage when hit by Fire-type moves. Instead, its Defense stat is sharply boosted."
Seed Sower,"['Scarlet', 'Violet']",Turns the ground into Grassy Terrain when the Pokémon is hit by an attack.
Purifying Salt,"['Scarlet', 'Violet']",The Pokémon’s pure salt protects it from status conditions and halves the damage taken from Ghost-type moves.
Electromorphosis,"['Scarlet', 'Violet']","The Pokémon becomes charged when it takes damage, boosting the power of the next Electric-type move the Pokémon uses."
Wind Power,"['Scarlet', 'Violet']","The Pokémon becomes charged when it is hit by a wind move, boosting the power of the next Electric-type move the Pokémon uses."
Guard Dog,"['Scarlet', 'Violet']",Boosts the Pokémon’s Attack stat if intimidated. Moves and items that would force the Pokémon to switch out also fail to work.
Wind Rider,"['Scarlet', 'Violet']",Boosts the Pokémon’s Attack stat if Tailwind takes effect or if the Pokémon is hit by a wind move. The Pokémon also takes no damage from wind moves.
Mycelium Might,"['Scarlet', 'Violet']","The Pokémon will always act more slowly when using status moves, but these moves will be unimpeded by the Ability of the target."
Anger Shell,"['Scarlet', 'Violet']","When an attack causes its HP to drop to half or less, the Pokémon gets angry. This lowers its Defense and Sp. Def stats but boosts its Attack, Sp. Atk, and Speed stats."
Opportunist,"['Scarlet', 'Violet']","If an opponent’s stat is boosted, the Pokémon seizes the opportunity to boost the same stat for itself."
Rocky Payload,"['Scarlet', 'Violet']",Powers up Rock-type moves.
Zero to Hero,"['Scarlet', 'Violet']",The Pokémon transforms into its Hero Form when it switches out.
Earth Eater,"['Scarlet', 'Violet']","If hit by a Ground-type move, the Pokémon has its HP restored instead of taking damage."
Toxic Debris,"['Scarlet', 'Violet']",Scatters poison spikes at the feet of the opposing team when the Pokémon takes damage from physical moves.
Costar,"['Scarlet', 'Violet']","When the Pokémon enters a battle, it copies an ally’s stat changes."
Commander,"['Scarlet', 'Violet']","When the Pokémon enters a battle, it goes inside the mouth of an ally Dondozo if one is on the field. The Pokémon then issues commands from there."
Cud Chew,"['Scarlet', 'Violet']","When the Pokémon eats a Berry, it will regurgitate that Berry at the end of the next turn and eat it one more time."
Armor Tail,"['Scarlet', 'Violet']",The mysterious tail covering the Pokémon’s head makes opponents unable to use priority moves against the Pokémon or its allies.
Supreme Overlord,"['Scarlet', 'Violet']","When the Pokémon enters a battle, its Attack and Sp. Atk stats are slightly boosted for each of the allies in its party that have already been defeated."
Protosynthesis,"['Scarlet', 'Violet']",Boosts the Pokémon’s most proficient stat in harsh sunlight or if the Pokémon is holding Booster Energy.
Quark Drive,"['Scarlet', 'Violet']",Boosts the Pokémon’s most proficient stat on Electric Terrain or if the Pokémon is holding Booster Energy.
Thermal Exchange,"['Scarlet', 'Violet']",Boosts the Attack stat when the Pokémon is hit by a Fire-type move. The Pokémon also cannot be burned.
Good as Gold,"['Scarlet', 'Violet']","A body of pure, solid gold gives the Pokémon full immunity to other Pokémon’s status moves."
Tablets of Ruin,"['Scarlet', 'Violet']",The power of the Pokémon’s ruinous wooden tablets lowers the Attack stats of all Pokémon except itself.
Sword of Ruin,"['Scarlet', 'Violet']",The power of the Pokémon’s ruinous sword lowers the Defense stats of all Pokémon except itself.
Vessel of Ruin,"['Scarlet', 'Violet']",The power of the Pokémon’s ruinous vessel lowers the Sp. Atk stats of all Pokémon except itself.
Beads of Ruin,"['Scarlet', 'Violet']",The power of the Pokémon’s ruinous beads lowers the Sp. Def stats of all Pokémon except itself.
Orichalcum Pulse,"['Scarlet', 'Violet']",Turns the sunlight harsh when the Pokémon enters a battle. The ancient pulse thrumming through the Pokémon also boosts its Attack stat in harsh sunlight.
Hadron Engine,"['Scarlet', 'Violet']",Turns the ground into Electric Terrain when the Pokémon enters a battle. The futuristic engine within the Pokémon also boosts its Sp. Atk stat on Electric Terrain.
Supersweet Syrup,"['Scarlet', 'Violet']","A sickly sweet scent spreads across the field the first time the Pokémon enters a battle, lowering the evasiveness of opposing Pokémon."
Hospitality,"['Scarlet', 'Violet']","When the Pokémon enters a battle, it showers its ally with hospitality, restoring a small amount of the ally's HP."
Toxic Chain,"['Scarlet', 'Violet']","Toxic Chain may cause bad poisoning when the Pokémon hits an opponent with a move."
Tera Shift,"['Scarlet', 'Violet']","When the Pokémon enters a battle, it absorbs the energy around itself and transforms into its Terastal Form."
Poison Puppeteer,"['Scarlet', 'Violet']",Pokémon poisoned by Pecharunt’s moves will also become confused.
